time a_x a_y a_z m_x m_y m_z baro
57060 2.2945783 -0.6411168 -8.8958510 4.8340454 -29.0565030 51.4842220 967.2492192
57090 2.0755837 -0.8213420 -9.0997270 4.9278717 -29.2565000 51.2963400 967.2453754
57120 1.9546353 -0.7815248 -9.7356040 4.7402190 -29.3564910 51.1084440 967.2415315
57150 2.0634590 -0.8063731 -9.7652440 4.8340454 -29.5565030 52.2358100 967.2376877
57180 2.1956341 -0.8689430 -10.0239050 4.9278717 -29.9564970 52.0479130 967.2338438
57210 2.4679180 -0.9580078 -9.5622650 4.9278717 -29.5565030 52.0479130 967.2300000
57240 2.6287585 -0.9155711 -9.4274705 5.1155166 -29.6064985 52.2358015 967.2295000
57270 2.7895990 -0.8731343 -9.2926760 5.3031616 -29.6564940 52.4236900 967.2290000
57300 3.0880783 -0.8116123 -8.9994350 5.4907990 -29.9564970 52.3297580 967.2285000
57330 3.0931678 -0.8119116 -9.3232130 5.4907990 -29.6564940 52.4236900 967.2280000
57360 3.1879206 -0.7774832 -9.2221730 5.7722626 -29.6564940 53.0813140 967.2275000
57390 3.3115635 -0.7328760 -9.2223220 5.9599150 -29.6564940 52.8934330 967.2270000
57420 3.2480955 -0.8779243 -9.0991290 6.2413790 -29.7565000 53.1752780 967.2265000
57450 3.3296759 -0.8845854 -9.1957528 6.4759294 -29.9065015 53.1752780 967.2260000
57480 3.4112563 -0.8912466 -9.2923765 6.7104797 -30.0565030 53.1752780 967.2255000
57510 3.2216005 -0.7815248 -9.6591140 6.8981323 -29.8564910 53.1752780 967.2250000
57540 3.2946486 -0.7929012 -9.9242120 7.2734070 -29.3564910 53.7389530 967.2245000
57570 3.3489857 -0.5890251 -9.9276550 6.9919434 -29.3564910 54.0207820 967.2240000
57600 3.3922458 -0.5448669 -10.0477060 7.1795960 -29.2565000 54.7723700 967.2235000
57630 3.4102085 -0.4758604 -10.2126630 7.2265015 -29.1565015 54.7723700 967.2230000
57660 3.4281712 -0.4068539 -10.3776200 7.2734070 -29.0565030 54.7723700 967.2225000
57690 3.2612681 -0.1947450 -10.6948100 7.5548706 -29.3564910 54.8663180 967.2220000
57720 3.0249097 -0.3951782 -10.6313420 7.1795960 -28.9564970 54.9602500 967.2215000
57750 2.8166926 -0.6870712 -10.0450115 7.0857697 -28.4564970 55.3360440 967.2210000
57780 2.5743465 -0.9445358 -10.0830330 6.8043060 -28.0565030 55.7118380 967.2205000
57810 2.2405407 -1.0568024 -10.0093850 6.8981323 -27.8564910 56.2755130 967.2200000
57840 2.3761587 -0.9645941 -9.4492500 6.4290160 -27.6564940 55.8057860 967.2257071
57870 2.2862706 -0.9452843 -9.3841355 6.3351975 -27.3564985 56.3224870 967.2314143
57900 2.1963825 -0.9259744 -9.3190210 6.2413790 -27.0565030 56.8391880 967.2371214
57930 2.1656964 -1.3376184 -9.1881930 5.8660890 -26.9564970 57.0271000 967.2428286
57960 2.0868104 -1.3925542 -9.3685680 6.0537260 -26.5565030 56.9331500 967.2485357
57990 1.9520906 -1.3579761 -9.9293020 6.2413790 -27.1564940 57.2149800 967.2542429
58020 1.9890637 -1.2933105 -9.8840960 6.5228270 -27.0565030 57.0271000 967.2599500
58050 2.1014800 -1.2829820 -9.8363450 6.4290085 -26.6565015 57.2149890 967.2568769
58080 2.2138963 -1.2726535 -9.7885940 6.3351900 -26.2565000 57.4028780 967.2538038
58110 2.4149282 -1.1488609 -9.3661730 6.4290160 -25.6564940 57.3089300 967.2507308
58140 2.8391460 -1.1159294 -9.1655900 6.8981323 -26.1564940 57.7786560 967.2476577
58170 3.0793962 -0.8240364 -9.1390950 6.9919434 -25.7565000 57.9665680 967.2445846
58200 3.2293844 -0.9674382 -9.4848760 6.8981323 -25.6564940 58.1544500 967.2415115
58230 3.1335838 -0.8708889 -9.9351400 6.9919434 -25.3564910 58.0605000 967.2384385
58260 3.3367112 -0.8048763 -10.1617690 6.8043060 -25.0565030 58.5302430 967.2353654
58290 3.3923954 -0.8400531 -10.0469575 6.9919510 -24.7565000 58.8120805 967.2322923
58320 3.4480796 -0.8752300 -9.9321460 7.1795960 -24.4564970 59.0939180 967.2292192
58350 3.1707065 -1.3554313 -10.9203910 7.1795960 -24.2565000 58.8120880 967.2261462
58380 3.3492851 -1.1514057 -9.8650860 6.2413790 -24.4564970 58.3423460 967.2230731
58410 3.2561789 -1.1401790 -9.9125370 5.3031616 -24.3564910 59.3757630 967.2200000
58440 3.1693592 -1.2259506 -9.5483440 4.4587555 -24.4564970 59.1878660 967.2242857
58470 3.0409265 -1.1404784 -9.7568610 3.8958282 -25.0565030 59.1878660 967.2285714
58500 2.7625803 -1.1411520 -10.1473238 3.7550964 -25.0565030 59.0939180 967.2328571
58530 2.4842340 -1.1418256 -10.5377865 3.6143646 -25.0565030 58.9999700 967.2371429
58560 2.1625528 -1.1048524 -10.4099520 3.1452637 -24.7565000 59.3757630 967.2414286
58590 2.4045997 -1.0047107 -9.4943070 2.4885101 -25.2565000 58.5302430 967.2457143
58620 2.4459138 -1.1181748 -9.1346040 1.8317413 -24.8564910 59.0939180 967.2500000
58650 2.4210653 -1.0108479 -9.1408910 1.3626404 -24.8564910 59.2818150 967.2457143
58680 2.2531147 -1.0150392 -9.8254175 0.9873505 -24.7565000 59.2818150 967.2414286
58710 2.2758674 -0.9275461 -9.8272138 0.9404373 -24.7565000 59.3757625 967.2371429
58740 2.2986200 -0.8400531 -9.8290100 0.8935242 -24.7565000 59.4697100 967.2328571
58770 2.1613555 -0.9608519 -10.0188160 0.9873505 -24.6564940 59.4697100 967.2285714
58800 2.3221211 -0.9481283 -9.6974340 0.8935242 -24.0565030 59.3757630 967.2242857
58830 2.7403514 -0.9553134 -8.9184540 0.6120758 -23.8564910 59.5636600 967.2200000
58860 3.0041030 -0.7930508 -8.9269870 0.4244232 -23.7565000 59.9394380 967.2147368
58890 3.0445937 -0.8615334 -8.9920265 0.4713364 -23.9564970 59.6576005 967.2094737
58920 3.0850844 -0.9300160 -9.0570660 0.5182495 -24.1564940 59.3757630 967.2042105
58950 3.1272967 -0.8934920 -9.2202260 0.5182495 -24.0565030 59.3757630 967.1989474
58980 3.1826816 -1.0538086 -9.6502820 0.5182495 -23.8564910 58.9060360 967.1936842
59010 3.2629147 -1.1744577 -9.9459170 0.7058868 -24.3564910 59.1878660 967.1884211
59040 3.2897090 -1.1502081 -9.8107480 0.1429596 -23.8564910 59.7515560 967.1831579
59070 3.3486865 -1.0868897 -9.9216680 0.1429596 -23.7565000 59.5636600 967.1778947
59100 3.4548156 -0.8957373 -9.9322960 -0.4199524 -23.7565000 59.2818150 967.1726316
59130 3.4289943 -0.8600366 -9.9961380 -0.7014236 -23.8564985 59.5166855 967.1673684
59160 3.4031730 -0.8243358 -10.0599800 -0.9828949 -23.9564970 59.7515560 967.1621053
59190 3.4269736 -0.8828641 -10.0019010 -1.3581696 -23.8564910 59.4697100 967.1568421
59220 3.4596057 -0.7237450 -9.7634470 -1.9211121 -23.8564910 59.4697100 967.1515789
59250 3.2862660 -0.7090755 -10.1427580 -2.1087494 -24.0565030 59.4697100 967.1463158
59280 2.6966424 -0.9000783 -10.4442310 -2.2025604 -24.0565030 59.2818150 967.1410526
59310 2.7065217 -0.8657996 -10.3455865 -2.2963867 -24.1064985 59.0939255 967.1357895
59340 2.7164010 -0.8315209 -10.2469420 -2.3902130 -24.1564940 58.9060360 967.1305263
59370 2.6114695 -1.0533595 -10.0280960 -3.0469666 -23.9564970 58.8120880 967.1252632
59400 2.5027955 -1.0816507 -9.8179330 -3.0469666 -24.2565000 59.0939180 967.1200000
59430 2.3001168 -1.0518626 -9.8438300 -3.8913574 -24.1564940 58.9999700 967.1342857
59460 2.1204903 -1.0728191 -9.9125370 -4.3604584 -24.4564970 58.4362950 967.1485714
59490 2.0709434 -1.1921210 -9.7186900 -4.5481110 -24.4564970 58.3423460 967.1628571
59520 2.2353017 -1.1954141 -9.5338240 -4.8295746 -24.4564970 58.1544500 967.1771429
59550 2.2357508 -1.2628489 -9.3175990 -4.9703063 -24.4064940 58.2483980 967.1914286
59580 2.2361999 -1.3302836 -9.1013740 -5.1110380 -24.3564910 58.3423460 967.2057143
59610 2.5267456 -1.2178674 -9.0648500 -5.2986755 -24.1564940 58.1544500 967.2200000
59640 2.6451495 -1.0982661 -9.1539140 -4.8295746 -24.4564970 57.7786560 967.2057143
59670 2.5571325 -1.0599458 -9.4854750 -4.8295746 -24.9564970 57.5907750 967.1914286
59700 2.8455825 -1.1975098 -9.4510460 -4.8295746 -25.0565030 56.7452550 967.1771429
59730 2.9653335 -1.2115805 -9.1754690 -4.9234010 -25.2565000 57.4028780 967.1628571
59760 3.0833631 -1.1361373 -9.1595275 -4.9234010 -25.2565000 57.3089290 967.1485714
59790 3.2013927 -1.0606942 -9.1435860 -4.9234010 -25.2565000 57.2149800 967.1342857
59820 3.3160543 -1.0903326 -9.2193280 -4.9234010 -25.2565000 57.8726200 967.1200000
59850 3.3697925 -1.1746074 -9.6538740 -5.3925020 -25.6564940 57.0271000 967.8400000
59880 3.2698004 -1.1105406 -9.8707730 -5.3925020 -25.9564970 56.4634100 968.5600000
59910 3.5109490 -1.1198213 -9.9134350 -6.0492554 -25.7565000 56.3694600 969.2800000
59940 3.6480640 -1.1419753 -10.0959050 -6.5183716 -25.9564970 56.5573580 970.0000000
59970 3.6250867 -1.0755884 -10.0131270 -6.7529221 -26.0065000 56.4634090 970.7200000
60000 3.6021094 -1.0092014 -9.9303490 -6.9874725 -26.0565030 56.3694600 971.4400000
60030 3.6411781 -0.9892927 -10.0054930 -7.4565887 -26.3564910 55.8057860 972.1600000
60060 2.9433293 -0.9672885 -10.5943690 -7.1751100 -26.3564910 55.6178900 971.3266667
60090 2.4203170 -1.1725117 -10.7647140 -7.6442260 -26.1564940 55.9936830 970.4933333
60120 2.3781047 -1.1630814 -10.1918560 -7.7380524 -26.1564940 55.3360440 969.6600000
60150 2.4507036 -0.8060738 -9.9212190 -8.2071530 -26.1564940 55.0542140 968.8266667
60180 2.4518263 -0.6290669 -9.6223655 -8.3009795 -26.4064940 54.7723690 967.9933333
60210 2.4529490 -0.4520599 -9.3235120 -8.3948060 -26.6564940 54.4905240 967.1600000
60240 2.3087988 -0.2360591 -9.7016260 -8.9577330 -26.3564910 54.6784200 967.1692285
60270 2.0818708 -0.2324666 -10.0909650 -8.9577330 -26.4564970 54.3026280 967.1784569
60300 2.0167560 -0.4269122 -9.9778010 -9.5206600 -26.0565030 54.3965760 967.1876854
60330 2.1832100 -0.7732919 -9.3371330 -9.8021090 -25.3564910 54.6784200 967.1969138
60360 2.3477180 -0.9680370 -9.0165000 -9.6144870 -25.0565030 54.0207820 967.2061423
60390 2.5216562 -0.9008267 -8.8827530 -9.6144870 -25.1064985 54.2556530 967.2153708
60420 2.6955945 -0.8336165 -8.7490060 -9.6144870 -25.1564940 54.4905240 967.2245992
60450 2.8598030 -0.9099577 -8.8811820 -9.7082980 -25.0565030 54.3026280 967.2338277
60480 3.0032048 -0.7644603 -9.3170750 -9.7082980 -24.8564910 53.8329000 967.2430562
60510 3.2462993 -0.7304810 -9.4095830 -9.3330230 -24.8564910 53.8329000 967.2522846
60540 3.5595977 -0.7955955 -9.4323350 -9.8959350 -24.7565000 53.8329000 967.2615131
60570 3.5561549 -0.8905730 -9.4822565 -9.8021165 -24.5065000 53.8798750 967.2707415
60600 3.5527122 -0.9855505 -9.5321780 -9.7082980 -24.2565000 53.9268500 967.2799700
60630 3.6125877 -0.9267229 -9.6814170 -10.3650510 -24.7565000 53.3631600 967.2756886
60660 3.4075140 -0.9580078 -10.2173030 -10.5526890 -24.9564970 52.7055360 967.2714071
60690 3.2359707 -0.9987232 -10.4918320 -11.1156310 -25.2565000 51.8600160 967.2671257
60720 3.2380664 -0.9864487 -10.0840800 -11.3032680 -24.9564970 51.6721200 967.2628443
60750 3.1750474 -0.9057664 -10.4710250 -11.3970790 -25.4564970 51.2963400 967.2585629
60780 2.9677286 -0.7319778 -10.6467600 -11.2094420 -25.4564970 51.6721200 967.2542814
60810 2.8952793 -0.8152047 -10.6147265 -11.3032605 -25.6564940 51.3902820 967.2500000
60840 2.8228300 -0.8984317 -10.5826930 -11.3970790 -25.8564910 51.1084440 967.2485714
60870 2.4399261 -0.9690848 -10.5267100 -11.3032680 -25.4564970 51.1084440 967.2471429
60900 2.2631438 -1.1020083 -9.7870980 -11.6785430 -24.7565000 50.7326500 967.2457143
60930 2.2077590 -1.2337345 -9.3125840 -11.6785430 -25.0565030 50.8266000 967.2442857
60960 1.9474503 -1.2678635 -9.5490920 -11.9600070 -25.4564970 50.4508200 967.2428571
60990 1.8814376 -1.3900094 -9.6787975 -11.7723695 -25.5564955 50.2629235 967.2414286
61020 1.8154248 -1.5121554 -9.8085030 -11.5847320 -25.6564940 50.0750270 967.2400000
61050 1.6335530 -1.3178595 -9.9126860 -11.3032680 -25.4564970 49.4174040 967.2342786
61080 1.8983524 -1.0741663 -9.6694420 -11.5847320 -25.3564910 49.9810800 967.2285571
61110 2.1342618 -1.0975177 -9.4247020 -10.9279630 -25.7565000 50.0750270 967.2228357
61140 2.2812562 -1.0418335 -9.4525430 -10.4588620 -25.6564940 49.8871300 967.2171143
61170 2.6406586 -0.9108559 -9.3488090 -10.4588620 -25.2565000 49.4174040 967.2113929
61200 2.7167006 -0.7731422 -9.1895400 -10.4588620 -25.5565030 49.4174040 967.2056714
61230 2.7363847 -0.7189549 -9.3482852 -10.4119565 -25.7064970 49.2295070 967.1999500
61260 2.7560687 -0.6647676 -9.5070305 -10.3650510 -25.8564910 49.0416100 967.1995673
61290 2.9508138 -0.5825885 -9.5678030 -10.5526890 -26.3564910 48.4779360 967.1991846
61320 3.1329849 -0.6339318 -9.6097160 -10.8341520 -25.8564910 49.2295070 967.1988019
61350 3.2953973 -0.8716374 -9.8125450 -10.9279630 -25.8564910 48.8537140 967.1984192
61380 3.3133597 -0.9144484 -10.0680640 -11.3032680 -26.3564910 48.1960900 967.1980365
61410 3.3556469 -0.9325607 -10.0615520 -11.4909055 -26.1564940 48.2900310 967.1976538
61440 3.3979340 -0.9506730 -10.0550400 -11.6785430 -25.9564970 48.3839720 967.1972712
61470 3.4352064 -0.7399113 -9.9396305 -11.8661800 -26.2565000 48.1960900 967.1968885
61500 3.2660582 -0.8192464 -9.9080460 -11.7723690 -26.2565000 47.1626740 967.1965058
61530 2.6036856 -0.7812254 -10.8530310 -11.6785430 -26.3564910 47.8202970 967.1961231
61560 2.2846990 -0.5977070 -10.7918080 -11.8661800 -26.2565000 47.3505700 967.1957404
61590 2.4912694 -0.2995271 -10.0316890 -12.0538480 -26.0565030 47.0687260 967.1953577
61620 2.6390120 -0.2323169 -9.3314450 -12.7105870 -25.5565030 47.4445040 967.1949750
61650 2.6049579 -0.2065704 -9.3305470 -12.9451450 -25.6565015 47.3505630 967.1945923
61680 2.5709038 -0.1808240 -9.3296490 -13.1797030 -25.7565000 47.2566220 967.1942096
61710 2.1390520 -0.2743794 -9.8995140 -13.1797030 -26.0565030 46.4111020 967.1938269
61740 1.9760408 -0.3230283 -9.9328950 -13.6488040 -25.5565030 46.3171540 967.1934442
61770 1.9091300 -0.5995033 -10.1845210 -14.0240940 -25.0565030 46.0353100 967.1930615
61800 1.9146684 -0.9280701 -9.8210770 -14.2117310 -24.8564910 46.4111020 967.1926788
61830 2.1934636 -0.8899743 -9.4550130 -14.2586440 -24.8564910 46.1292570 967.1922962
61860 2.4722588 -0.8518785 -9.0889490 -14.3055570 -24.8564910 45.8474120 967.1919135
61890 2.8172915 -0.8723859 -8.6829940 -14.6808320 -24.1564940 45.6595300 967.1915308
61920 2.9238698 -0.8490344 -8.9543790 -14.7746580 -24.1564940 46.3171540 967.1911481
61950 3.0055997 -0.8228389 -8.9617140 -14.7746580 -23.9564970 45.8474120 967.1907654
61980 3.0398786 -1.0487192 -9.4227550 -14.7746580 -23.8564910 45.4716340 967.1903827
62010 3.0082940 -1.3042378 -9.5490920 -14.4931950 -23.6564940 45.6595300 967.1900000
62040 3.1425650 -1.4492862 -9.4685600 -14.5870210 -23.0565030 45.5655670 967.1911111
62070 3.2295342 -1.3147160 -9.3324185 -14.4932025 -23.3564985 45.7064895 967.1922222
62100 3.3165033 -1.1801459 -9.1962770 -14.3993840 -23.6564940 45.8474120 967.1933333
62130 3.3891022 -0.9487271 -9.5107730 -14.4931950 -23.2565000 45.3776860 967.1944444
62160 3.4534686 -0.7189549 -9.8384410 -14.3993840 -23.5565030 45.0018920 967.1955556
62190 3.4694853 -0.4397855 -10.2182010 -14.3055570 -23.6564940 45.2837370 967.1966667
62220 3.5536103 -0.4897815 -10.0632730 -14.4931950 -23.8564910 45.2837370 967.1977778
62250 3.5307826 -0.6239026 -10.0724040 -14.3993760 -24.0064925 44.7670285 967.1988889
62280 3.5079550 -0.7580237 -10.0815350 -14.3055570 -24.1564940 44.2503200 967.2000000
62310 3.1337333 -0.8994795 -10.3800140 -14.0240940 -24.2565000 44.0624240 967.2011111
62340 2.8777657 -0.8878038 -10.5672750 -13.6488040 -23.9564970 44.4382170 967.2022222
62370 2.6931994 -1.0485694 -10.3954320 -13.4611660 -24.1564940 44.0624240 967.2033333
62400 2.5559350 -0.8903485 -10.1003960 -13.2735140 -23.9564970 44.4382170 967.2044444
62430 2.5328830 -0.8066725 -9.4904150 -13.3673400 -23.5565030 43.9684750 967.2055556
62460 2.4913443 -0.7993378 -9.4283688 -13.3673400 -23.5565030 43.9684750 967.2066667
62490 2.4498055 -0.7920030 -9.3663225 -13.3673400 -23.5565030 43.9684750 967.2077778
62520 2.0830681 -0.8622071 -9.8114970 -13.3673400 -24.2565000 43.6866300 967.2088889
62550 2.0407064 -1.0352472 -10.1462010 -13.0858760 -24.0565030 43.4048000 967.2100000
62580 2.0444486 -0.8729847 -9.9610360 -13.6488040 -23.2565000 43.6866300 967.2111111
62610 2.1603076 -0.8572673 -9.6215420 -13.2735140 -22.9564970 43.8745420 967.2122222
62640 2.3746620 -0.7472461 -9.1685840 -12.8982240 -23.1564940 43.7805940 967.2133333
62670 2.4808661 -0.8045769 -9.0658975 -12.8982240 -23.1564940 43.5457230 967.2144444
62700 2.5870702 -0.8619077 -8.9632110 -12.8982240 -23.1564940 43.3108520 967.2155556
62730 2.6873617 -0.9842033 -9.2833950 -12.3352970 -23.1564940 43.3108520 967.2166667
62760 2.7863060 -0.7863149 -9.8079040 -12.5229490 -23.1564940 42.9350740 967.2177778
62790 3.0174253 -0.7017407 -9.3305470 -12.3352970 -23.0565030 42.9350740 967.2188889
62820 3.2281868 -0.6102809 -9.2537565 -12.5229490 -23.1564940 42.9350740 967.2200000
62850 3.3355138 -0.7447014 -9.1687340 -12.5229490 -23.3564910 42.7471600 967.2194980
62880 3.2965946 -0.8446934 -9.7685370 -12.8043980 -23.0565030 42.2774350 967.2189960
62910 3.1903157 -0.9839788 -9.9355890 -12.9920505 -23.1565015 42.2774350 967.2184940
62940 3.0840368 -1.1232642 -10.1026410 -13.1797030 -23.2565000 42.2774350 967.2179920
62970 3.1992970 -1.1398796 -9.8963700 -13.3673400 -23.0565030 42.2774350 967.2174900
63000 3.2162118 -1.2439133 -9.8650860 -13.4611660 -22.9564970 42.4653320 967.2169880
63030 2.9716206 -1.0738668 -10.4430330 -13.0858760 -22.7565000 41.9956050 967.2164860
63060 2.4761508 -1.0726694 -10.8406070 -12.7105870 -22.8564910 41.6198120 967.2159840
63090 2.4137306 -0.9231303 -10.8218210 -12.7105870 -22.9564970 41.8077085 967.2154820
63120 2.3513105 -0.7735913 -10.8030350 -12.7105870 -23.0565030 41.9956050 967.2149800
63150 2.5640180 -0.6325845 -10.2283800 -12.7105870 -22.8564910 41.6198120 967.2144780
63180 2.5122259 -0.5022057 -9.4399690 -13.1797030 -22.7565000 41.3379670 967.2139760
63210 2.4547453 -0.5278024 -9.1405920 -13.8364410 -22.3564910 41.5258640 967.2134740
63240 2.1728814 -0.5522017 -9.7477290 -14.1179200 -22.0565030 41.2440200 967.2129720
63270 1.9446062 -0.5056485 -10.1719475 -14.4931950 -21.6564940 41.3379670 967.2124700
63300 1.8681153 -0.5894742 -10.1774858 -14.5870135 -21.5064925 41.2440185 967.2119680
63330 1.7916243 -0.6732999 -10.1830240 -14.6808320 -21.3564910 41.1500700 967.2114660
63360 1.9818786 -0.9990225 -9.5339740 -14.4931950 -21.1564940 41.5258640 967.2109640
63390 2.3846910 -1.0027647 -8.7588850 -14.8685000 -20.9564970 41.7137600 967.2104620
63420 2.6837690 -0.8801697 -8.6669770 -14.6808320 -20.4564970 41.2440200 967.2099600
63450 3.0385313 -0.9156459 -8.7817880 -14.8685000 -20.6564940 41.2440200 967.2116333
63480 3.2439044 -0.8565189 -8.8949530 -14.4931950 -20.4564970 41.2440200 967.2133067
63510 3.2222744 -0.9144484 -9.0495065 -14.4931950 -20.3564985 41.1031050 967.2149800
63540 3.2006443 -0.9723780 -9.2040600 -14.4931950 -20.2565000 40.9621900 967.2166533
63570 3.2483950 -1.0759625 -9.3917690 -14.2117310 -19.9564970 41.1500700 967.2183267
63600 3.1973510 -1.1422746 -9.8167360 -14.2117310 -19.9564970 41.6198120 967.2200000
63630 3.2657588 -1.0368937 -9.8984660 -13.9302830 -20.1564940 41.4319150 967.2242857
63660 3.3144076 -1.0204281 -10.0156730 -14.1179200 -20.5565030 41.2440200 967.2285714
63690 3.2802787 -0.8436456 -9.9490600 -14.3993840 -20.2565000 40.5863950 967.2328571
63720 3.4501753 -0.8424481 -9.9966620 -14.3055570 -20.4564970 40.3985000 967.2371429
63750 3.4983001 -0.9479038 -10.0098345 -14.3524705 -20.7565000 40.8682335 967.2414286
63780 3.5464250 -1.0533595 -10.0230070 -14.3993840 -21.0565030 41.3379670 967.2457143
63810 3.3908987 -1.0099498 -10.0412690 -14.3055570 -20.8564910 40.2106000 967.2500000
63840 2.9041110 -0.7638615 -10.4268675 -14.0240940 -20.7565000 40.0227200 967.2485714
63870 2.4703130 -1.0999128 -10.6740040 -13.5549770 -20.6564940 40.2106000 967.2471429
63900 2.3087988 -1.3699511 -10.2523300 -13.4611660 -20.6564940 40.4924470 967.2457143
63930 2.3727159 -1.4261592 -9.9824415 -13.4142530 -20.6064985 40.1636355 967.2442857
63960 2.4366330 -1.4823674 -9.7125530 -13.3673400 -20.5565030 39.8348240 967.2428571
63990 2.4083420 -1.3756393 -9.3664720 -13.1797030 -20.0565030 39.9287570 967.2414286
64020 2.1935384 -1.4377601 -9.5577750 -13.0858760 -20.3564910 40.0227200 967.2400000
64050 2.1037252 -1.2954062 -9.9125370 -12.8982240 -20.6564940 40.4924470 967.2457100
64080 1.8630258 -1.2352313 -10.0174680 -12.7105870 -20.8564910 39.8348240 967.2514200
64110 1.9547850 -1.2183166 -9.9195720 -12.1476590 -21.0565030 39.7408750 967.2571300
64140 2.0372634 -1.2525952 -9.2585470 -12.0538480 -20.6564940 40.0227200 967.2628400
64170 2.1920416 -1.2152479 -9.1930580 -11.9131085 -20.7064970 39.9757385 967.2685500
64200 2.3468199 -1.1779006 -9.1275690 -11.7723690 -20.7565000 39.9287570 967.2742600
64230 2.4423210 -1.1735595 -9.0979310 -11.3970790 -20.5565030 40.3045500 967.2799700
64260 2.6059310 -1.0386901 -9.3049510 -11.3032680 -20.8564910 39.4590300 967.2749750
64290 2.9027636 -0.8354127 -9.3946140 -11.0217900 -21.1564940 39.9287570 967.2699800
64320 3.0243108 -0.8033794 -9.4185640 -11.0217900 -20.8564910 40.1166700 967.2649850
64350 3.1296169 -0.8391550 -9.4827805 -10.9748765 -20.9564970 40.0227135 967.2599900
