time a_x a_y a_z m_x m_y m_z baro
105060 3.4861756 -1.0540331 -9.2033120 0.1429596 16.0434880 48.7597660 966.7314143
105090 3.4881964 -1.0416838 -9.2479190 0.1429596 16.0434880 48.7597660 966.7371214
105120 3.7998480 -0.8117619 -8.8687570 0.3306122 15.6434940 48.5718840 966.7428286
105150 3.8562808 -0.7713460 -8.7681670 0.6120758 16.1434940 48.9476620 966.7485357
105180 3.8751416 -0.8500822 -8.9376140 1.0811768 16.2434840 48.7597660 966.7542429
105210 4.0032750 -0.8032297 -8.7618800 1.1750030 16.9434970 48.8537140 966.7599500
105240 4.1369470 -0.7427554 -8.7684660 1.1750030 16.6434940 48.4779360 966.7628100
105270 4.2479412 -0.6696325 -8.7017050 1.3157349 16.9934920 48.4309540 966.7656700
105300 4.3589354 -0.5965096 -8.6349440 1.4564667 17.3434900 48.3839720 966.7685300
105330 4.3447150 -0.7979906 -8.8593270 2.0193940 17.3434900 48.4779360 966.7713900
105360 4.4423122 -1.3192067 -9.5037365 2.0193940 17.5434880 48.8537140 966.7742500
105390 4.7078600 -0.9762698 -9.3630295 1.8317413 17.2434840 48.8537140 966.7771100
105420 4.8316526 -1.0306069 -9.6695920 1.7379303 17.0434880 48.8537140 966.7799700
105450 4.8837442 -1.1711645 -9.5341230 1.7379303 17.3434900 49.0416100 966.7795850
105480 4.9157776 -1.1178004 -9.4993210 1.5971985 17.1934890 49.1825250 966.7792000
105510 4.9478110 -1.0644364 -9.4645190 1.4564667 17.0434880 49.3234400 966.7788150
105540 4.9102390 -1.0831475 -9.7233305 0.7997131 16.5434880 49.3234400 966.7784300
105570 4.6886997 -0.9017249 -9.5193040 1.0811768 16.8434900 49.3234400 966.7780450
105600 4.1623940 -0.8505313 -9.9592400 1.2688293 16.3434900 49.7931820 966.7776600
105630 3.6994070 -0.8869057 -9.9563950 1.5502930 16.3434900 49.2295070 966.7772750
105660 3.6215690 -1.1240126 -9.9028070 1.8317413 16.5434880 49.7931820 966.7768900
105690 3.5955979 -1.0958711 -9.5949720 1.8317413 16.5434880 49.7931820 966.7765050
105720 3.5696268 -1.0677296 -9.2871370 1.8317413 16.5434880 49.7931820 966.7761200
105750 3.7943096 -0.9892927 -8.8123250 1.3626404 17.0434880 49.8871300 966.7757350
105780 3.8389170 -0.7882608 -9.0870040 1.7379303 16.4434970 50.2629100 966.7753500
105810 3.5780096 -0.6429130 -9.2530080 1.9255676 16.0434880 49.4174040 966.7749650
105840 3.4989738 -0.7819739 -9.3413250 2.3946838 16.3434900 49.8871300 966.7745800
105870 3.4590070 -0.9295670 -9.2236690 2.6761475 16.3434900 49.6052860 966.7741950
105900 3.4857265 -0.9286688 -9.1870705 2.7230530 16.3434900 49.6052860 966.7738100
105930 3.5124460 -0.9277707 -9.1504720 2.7699585 16.3434900 49.6052860 966.7734250
105960 3.7721558 -1.2247531 -8.9723420 2.4885101 16.8434900 49.7931820 966.7730400
105990 4.2746606 -0.9207353 -8.5653380 2.3008575 16.5434880 49.6052860 966.7726550
106020 4.4056380 -0.8376581 -8.6160830 2.9576110 16.3434900 49.6052860 966.7722700
106050 4.2658290 -0.9201366 -8.7775960 3.1452637 16.5434880 49.8871300 966.7718850
106080 4.4005490 -1.1792477 -9.0269785 3.2390747 16.7434840 50.0750270 966.7715000
106110 4.4679090 -1.1681707 -9.1145463 3.2390747 16.7434840 50.0750270 966.7711150
106140 4.5352690 -1.1570938 -9.2021140 3.2390747 16.7434840 50.0750270 966.7707300
106170 4.5987370 -0.8828641 -9.4046430 3.1452637 16.5434880 50.2629100 966.7703450
106200 4.5372148 -0.6402187 -9.4296410 3.0514374 16.9434970 49.6052860 966.7699600
106230 4.6982800 -0.4751120 -9.0512280 2.7699585 16.9434970 49.9810800 966.7713905
106260 4.7280680 -0.5432203 -9.4017990 2.3946838 16.8434900 49.9810800 966.7728210
106290 4.7865963 -0.8303233 -9.3932670 1.9255676 16.5434880 49.6052860 966.7742514
106320 4.7341304 -0.8842861 -9.6886775 1.9255676 16.6934890 49.8871310 966.7756819
106350 4.6816645 -0.9382489 -9.9840880 1.9255676 16.8434900 50.1689760 966.7771124
106380 4.2065525 -1.0579998 -10.4297110 1.3626404 17.2434840 50.3568730 966.7785429
106410 4.0436910 -1.2499008 -10.0285450 1.6441040 16.7434840 49.9810800 966.7799733
106440 3.8737943 -1.2286450 -9.7420420 1.2688293 17.5434880 49.8871300 966.7814038
106470 3.7812867 -1.4271322 -9.4726020 1.2688293 17.3434900 50.0750270 966.7828343
106500 3.6913238 -1.2165202 -9.1937310 1.0811768 17.5434880 50.2629100 966.7842648
106530 3.6798726 -1.2507241 -9.2381885 0.9404450 17.5934910 49.9340980 966.7856952
106560 3.6684215 -1.2849280 -9.2826460 0.7997131 17.6434940 49.6052860 966.7871257
106590 3.5589990 -1.3036390 -9.1425380 0.2367859 18.0434880 50.1689760 966.7885562
106620 3.3831148 -1.2747492 -9.2886340 0.4244232 17.7434840 49.7931820 966.7899867
106650 3.3338670 -1.1512560 -9.5520860 0.1429596 17.7434840 49.3234400 966.7914171
106680 3.4763708 -0.9618997 -9.3528510 0.4244232 17.7434840 50.2629100 966.7928476
106710 3.7977526 -0.9092093 -8.7126320 0.4244232 18.2434840 50.1689760 966.7942781
106740 3.8553080 -1.0149644 -8.6499870 0.4244232 18.4434890 50.0280530 966.7957086
106770 3.9128633 -1.1207194 -8.5873420 0.4244232 18.6434940 49.8871300 966.7971390
106800 4.1840990 -0.9916878 -8.7088900 0.4244232 18.6434940 49.5113530 966.7985695
106830 4.2903780 -0.7939489 -8.4572630 0.2367859 18.4434970 49.8871300 966.8000000
106860 4.4120750 -0.7351213 -8.5888400 0.3306122 18.5434880 50.1689760 966.8016667
106890 4.6922920 -0.7080277 -8.4529220 0.6120758 19.2434840 49.2295070 966.8033333
106920 4.5318260 -1.1133847 -9.5691510 0.8935242 20.0434880 49.1355600 966.8050000
106950 4.5039090 -1.1286530 -9.8266900 0.6589737 19.9434890 49.2295000 966.8066667
106980 4.4759920 -1.1439213 -10.0842290 0.4244232 19.8434900 49.3234400 966.8083333
107010 4.6690907 -1.0228230 -9.2317520 0.2367859 19.8434900 49.3234400 966.8100000
107040 4.6662464 -1.2094848 -9.8008690 0.1429596 19.9434970 49.5113530 966.8123054
107070 4.7633944 -1.1596385 -9.6353130 -0.7952423 20.2434840 49.6052860 966.8146108
107100 4.6566663 -1.1529025 -9.5733420 -0.9828949 19.6434940 49.5113530 966.8169162
107130 4.2543030 -1.0353969 -10.0487540 -0.6075897 19.7434840 49.5113530 966.8192215
107160 3.9973624 -1.0046359 -10.0904420 -0.5606842 19.8434905 49.6052935 966.8215269
107190 3.7404218 -0.9738748 -10.1321300 -0.5137787 19.9434970 49.6992340 966.8238323
107220 3.5604959 -0.8256830 -9.5466980 -0.5137787 19.5434880 49.1355600 966.8261377
107250 3.4485288 -0.9807605 -9.1825050 -0.6075897 19.7434840 49.0416100 966.8284431
107280 3.4087114 -0.6256989 -8.8747440 -0.8890686 19.6434940 49.3234400 966.8307485
107310 3.4922378 -0.1404080 -9.0058720 -0.8890686 19.3434900 49.5113530 966.8330538
107340 3.4796640 -0.0697549 -9.3844350 -0.4199524 19.3434900 49.3234400 966.8353592
107370 3.3995057 -0.1054557 -9.6781990 -0.2792206 19.3434900 49.4643630 966.8376646
107400 3.3193474 -0.1411565 -9.9719630 -0.1384888 19.3434900 49.6052860 966.8399700
107430 3.2135174 -0.5198689 -10.0968040 0.5182495 19.5434880 49.1355600 966.8394695
107460 3.3897011 -0.6527925 -9.3435700 0.3306122 20.4434970 49.2295070 966.8389690
107490 3.7446130 -0.9053174 -8.6608400 0.5182495 21.0434880 49.4174040 966.8384685
107520 4.0148010 -0.8518785 -8.7792430 0.7997131 20.0434880 49.3234400 966.8379680
107550 4.0770717 -0.7979906 -8.7970560 0.9873505 20.3434900 48.8537140 966.8374675
107580 4.1417373 -0.8811426 -8.9647825 1.1280899 20.3934935 48.8537140 966.8369670
107610 4.2064030 -0.9642947 -9.1325090 1.2688293 20.4434970 48.8537140 966.8364665
107640 4.0478826 -1.1731105 -9.2405840 0.9873505 20.7434840 48.5718840 966.8359660
107670 4.1755667 -1.3763878 -9.1226290 1.0811768 20.4434970 49.2295070 966.8354655
107700 4.3101370 -1.2638218 -9.1817560 1.3626404 20.4434970 48.6658170 966.8349650
107730 4.2346940 -1.2272978 -9.3606350 0.5182495 21.0434880 48.5718840 966.8344645
107760 4.3167233 -1.1301498 -9.3425220 0.4244232 20.8434900 48.3839720 966.8339640
107790 4.2764572 -1.0528356 -9.5455750 0.3306046 20.5434870 48.5248945 966.8334635
107820 4.2361910 -0.9755214 -9.7486280 0.2367859 20.2434840 48.6658170 966.8329630
107850 4.3536963 -0.9849518 -9.6553720 -0.3261261 20.6434940 48.1021420 966.8324625
107880 4.7062135 -1.1249107 -9.3580890 -0.6075897 21.4434970 48.6658170 966.8319620
107910 4.6505294 -1.1014096 -9.6827650 -1.6396332 21.3434900 48.8537140 966.8314615
107940 4.3435180 -0.9231303 -9.8866410 -1.2643433 20.9434970 48.2900400 966.8309610
107970 3.9872584 -1.0969190 -9.8873890 -1.6396332 20.7434840 48.2900400 966.8304605
108000 3.8742435 -0.9910891 -9.8091020 -1.6396332 21.1434860 48.2430650 966.8299600
108030 3.7612286 -0.8852591 -9.7308150 -1.6396332 21.5434880 48.1960900 966.8313900
108060 3.6898270 -1.0205777 -9.5895080 -1.4519958 21.2434840 48.4779360 966.8328200
108090 3.4750237 -1.1970607 -9.3283010 -1.8272858 21.6434940 48.5718840 966.8342500
108120 3.1325360 -1.1302996 -9.3660230 -1.8272858 21.5434880 48.0081940 966.8356800
108150 2.9219239 -1.3383669 -9.5477460 -1.2643433 20.9434970 47.8202970 966.8371100
108180 2.9036617 -1.5048207 -9.5655580 -1.6396332 21.2434840 48.0081940 966.8385400
108210 2.8696076 -1.4754817 -9.6749805 -1.4519882 21.2434840 47.8203050 966.8399700
108240 2.8355534 -1.4461427 -9.7844030 -1.2643433 21.2434840 47.6324160 966.8442600
108270 3.1175670 -1.5308665 -9.4332330 -1.1705322 20.7434840 48.4779360 966.8485500
108300 3.3214430 -1.3531860 -8.9660550 -0.8890686 21.2434840 47.4445040 966.8528400
108330 3.5241215 -1.3192067 -9.0163510 -0.7952423 21.2434840 48.0081940 966.8571300
108360 3.6399806 -1.3762381 -8.9970410 -0.8890686 21.7434840 47.5384670 966.8614200
108390 3.8829255 -1.3965957 -9.0645500 -0.4199524 21.1434940 47.6324160 966.8657100
108420 3.9323227 -1.4224919 -9.1471785 -0.6075974 21.1934890 47.9612280 966.8700000
108450 3.9817200 -1.4483881 -9.2298070 -0.7952423 21.2434840 48.2900400 966.8528571
108480 4.0676413 -1.5468832 -9.3110880 -1.2643433 21.6434940 47.1626740 966.8357143
108510 4.3174720 -1.5444882 -9.0411990 -1.2643433 20.6434940 47.4445040 966.8185714
108540 4.4866200 -1.5374528 -9.0699390 -1.6396332 20.9434970 47.8202970 966.8014286
108570 4.3574386 -1.4946419 -9.4564350 -1.9211121 20.8434900 47.4445040 966.7842857
108600 4.5699970 -1.4537768 -9.7933850 -2.6716766 21.1434940 47.8202970 966.7671429
108630 4.7317355 -1.4141842 -9.6805195 -2.9531403 21.0434955 47.3975370 966.7500000
108660 4.8934740 -1.3745915 -9.5676540 -3.2346040 20.9434970 46.9747770 966.7549950
108690 5.0572333 -1.3575270 -9.7709310 -3.5160675 20.8434900 47.5384670 966.7599900
108720 4.7753696 -1.3460010 -9.5492420 -3.6098938 20.2434840 47.2566220 966.7649850
108750 4.2209225 -1.3853691 -9.9075970 -3.6098938 19.7434840 46.8808300 966.7699800
108780 3.8275406 -0.9243278 -9.8932270 -3.6098938 19.6434940 47.0687260 966.7749750
108810 3.6830910 -0.6081853 -9.8302080 -3.8913574 19.1434940 46.5050350 966.7799700
108840 3.5766624 -0.4722679 -9.6315710 -4.3135604 19.4434890 46.4580685 966.7842600
108870 3.4702337 -0.3363506 -9.4329340 -4.7357635 19.7434840 46.4111020 966.7885500
108900 3.3880546 -0.4123924 -8.7858300 -4.9234010 19.5434880 46.4111020 966.7928400
108930 3.4374518 -0.4150868 -8.9266870 -4.9234010 18.6434940 45.6595300 966.7971300
108960 3.2702494 -0.4279600 -9.2350450 -4.9234010 18.8434900 46.3171540 966.8014200
108990 3.1732512 -0.5867798 -9.3658730 -4.6419373 19.2434840 46.2232060 966.8057100
109020 3.0291010 -0.7508386 -9.8968190 -4.4542847 19.4434970 46.2232060 966.8100000
109050 3.2305820 -0.9178164 -9.5728925 -4.5011979 19.4934925 46.1292580 966.8028500
109080 3.4320630 -1.0847942 -9.2489660 -4.5481110 19.5434880 46.0353100 966.7957000
109110 3.6501594 -1.1889775 -8.9588700 -4.0789948 19.4434970 46.0353100 966.7885500
109140 4.0148010 -1.2641213 -8.5391430 -4.0789948 19.7434840 45.3776860 966.7814000
109170 4.1065600 -1.1988570 -8.5354000 -4.5481110 20.4434970 45.2837370 966.7742500
109200 4.1125480 -1.1988570 -8.7837340 -3.8913574 19.8434900 44.9079440 966.7671000
109230 4.1570802 -1.2186159 -8.9669530 -3.8913574 20.2434920 44.7670220 966.7599500
109260 4.2016125 -1.2383748 -9.1501720 -3.8913574 20.6434940 44.6261000 966.7632867
109290 4.2300534 -1.2337345 -9.0001840 -4.2666473 21.0434880 44.3442700 966.7666233
109320 4.2707690 -1.2430152 -9.1989710 -4.0789948 21.3434900 44.9079440 966.7699600
109350 4.2670270 -1.2199631 -9.4488010 -4.3604584 21.0434880 44.1563720 966.7732967
109380 4.2619370 -1.1554472 -9.1837020 -4.7357635 22.2434840 43.9684750 966.7766333
109410 4.3369310 -1.0882370 -9.2305550 -5.1110380 21.4434970 43.8745420 966.7799700
109440 4.4051895 -1.0910811 -9.6716880 -5.9554290 22.1434940 43.4987500 966.7985457
109470 4.4470275 -1.0737920 -9.6027560 -6.1899872 21.9934920 43.4048010 966.8171214
109500 4.4888654 -1.0565029 -9.5338240 -6.4245453 21.8434900 43.3108520 966.8356971
109530 4.4095300 -0.9328601 -9.7580580 -6.9874725 22.4434970 43.0290070 966.8542729
109560 4.0706350 -0.9645941 -10.0162710 -7.3627625 22.8434900 42.7471600 966.8728486
109590 3.8630168 -1.3139676 -9.8390400 -7.2689360 22.5434880 42.7471600 966.8914243
109620 3.5940260 -1.4920971 -9.9435220 -7.9256897 22.6434940 42.2774350 966.9100000
109650 3.4757720 -1.3756393 -10.0361795 -7.8787765 22.6434940 42.1834875 966.8957143
109680 3.3575180 -1.2591815 -10.1288370 -7.8318634 22.6434940 42.0895400 966.8814286
109710 3.3795223 -1.0187814 -9.8156880 -8.4886320 23.5434880 41.7137600 966.8671429
109740 3.4943335 -1.0439291 -9.4564350 -8.6762700 23.5434880 41.3379670 966.8528571
109770 3.3335679 -1.3036390 -9.2539060 -9.1453705 23.7434840 41.7137600 966.8385714
109800 3.0551467 -1.7254618 -9.4003020 -8.8639070 23.1434940 41.1500700 966.8242857
109830 2.9789553 -1.7069005 -9.7764700 -9.2391970 23.6434940 40.8682250 966.8100000
109860 2.7816656 -1.6507672 -9.9043040 -9.0515440 23.3434900 40.4924470 966.8092308
109890 2.9077034 -1.6146922 -9.6299995 -9.2391965 23.5934900 40.3515235 966.8084615
109920 3.0337412 -1.5786172 -9.3556950 -9.4268490 23.8434900 40.2106000 966.8076923
109950 3.1132260 -1.7055533 -9.0724840 -9.3330230 23.6434940 40.2106000 966.8069231
109980 3.2835717 -1.6157401 -8.8292400 -9.5206600 24.3434900 40.1166700 966.8061538
110010 3.2344740 -1.4977853 -9.0281750 -9.6144870 24.1434940 39.9287570 966.8053846
110040 3.3335679 -1.2855268 -9.3827890 -9.7082980 24.1434940 40.1166700 966.8046154
110070 3.4565371 -1.2585828 -9.2997865 -9.6613925 24.1434940 40.0227135 966.8038462
110100 3.5795064 -1.2316388 -9.2167840 -9.6144870 24.1434940 39.9287570 966.8030769
110130 4.0643480 -0.9128018 -9.0844580 -9.9897460 23.7434840 39.7408750 966.8023077
110160 4.3590850 -1.0773097 -9.2055570 -10.4588620 24.1434940 39.6469270 966.8015385
110190 4.4273434 -1.2073892 -9.2919270 -10.9279630 24.2434840 38.6135100 966.8007692
110220 4.3563910 -1.4108162 -9.4366760 -10.8341520 23.8434900 38.8953550 966.8000000
110250 4.1914340 -1.4891034 -10.1761390 -10.9279630 23.5434880 38.8953550 966.8007692
110280 4.2613387 -1.5787670 -10.0372280 -11.7723690 23.9434970 38.9892900 966.8015385
110310 4.2411306 -1.5212117 -9.9651525 -11.7254560 23.3934935 38.9892900 966.8023077
110340 4.2209225 -1.4636563 -9.8930770 -11.6785430 22.8434900 38.9892900 966.8030769
110370 4.2864860 -1.1081456 -10.2885550 -11.4909060 22.5434880 38.3316650 966.8038462
110400 3.8803806 -1.0198293 -10.4975200 -11.3970790 22.9434970 39.1772000 966.8046154
110430 3.6353402 -0.9753717 -10.0740510 -11.9600070 22.7434840 38.5195600 966.8053846
110460 3.4932857 -1.1214680 -9.8323040 -12.2414860 22.6434940 38.1437840 966.8061538
110490 3.5071319 -1.1136842 -9.5823235 -12.6167755 22.4934920 37.9089120 966.8069231
110520 3.5209780 -1.1059003 -9.3323430 -12.9920650 22.3434900 37.6740400 966.8076923
110550 3.4217346 -1.1208692 -9.0802680 -13.4611660 22.6434940 38.0498200 966.8084615
110580 3.1082864 -1.0069560 -9.6055250 -14.2117310 22.9434970 38.0498200 966.8092308
110610 2.7478359 -0.9198372 -9.7867985 -14.2117310 22.1434940 37.4861450 966.8100000
110640 2.8376490 -0.9181906 -9.8478710 -14.6808320 22.8434900 37.1103500 966.8114985
110670 2.8428880 -0.7879614 -9.6688430 -14.8685000 22.7434840 37.5800930 966.8129970
110700 3.1763947 -0.9547147 -9.1551120 -14.9623110 22.8434900 37.3921970 966.8144955
110730 3.4177677 -0.8378078 -8.8947285 -15.4314195 22.8934935 36.7345735 966.8159940
110760 3.6591408 -0.7209009 -8.6343450 -15.9005280 22.9434970 36.0769500 966.8174925
110790 3.8856199 -0.5918692 -8.5151930 -16.3696290 23.2434840 35.9830000 966.8189910
110820 3.6914735 -0.7137158 -8.9039345 -16.1819920 23.5434880 36.1708830 966.8204895
110850 3.9212458 -0.6026468 -8.8739970 -16.2758180 23.5434880 35.1374800 966.8219880
110880 4.1592507 -0.6469547 -8.8257970 -16.9325710 23.6434940 34.8556370 966.8234865
110910 4.2867856 -0.6869215 -9.2031620 -16.6510930 23.5434880 34.6677400 966.8249850
110940 4.3516758 -0.7533085 -9.0846085 -16.8856510 23.9434890 34.4798430 966.8264835
110970 4.4165660 -0.8196954 -8.9660550 -17.1202090 24.3434900 34.2919460 966.8279820
111000 4.4418630 -0.8704399 -8.8632190 -17.4016720 23.6434940 35.0435330 966.8294805
111030 4.4653645 -0.8467891 -9.3392290 -17.7769620 23.4434970 34.1980130 966.8309790
111060 4.3761497 -0.8951386 -9.5827720 -18.0584260 23.2434840 34.0101170 966.8324775
111090 4.3273510 -1.0220746 -9.6926440 -18.9966430 23.6434940 33.5403900 966.8339760
111120 4.6443920 -0.9648935 -9.3664720 -19.2781070 23.5434880 33.7282870 966.8354745
111150 4.5391607 -0.9448352 -9.6892760 -19.2311935 23.2434925 33.8692020 966.8369730
111180 4.4339294 -0.9247769 -10.0120800 -19.1842800 22.9434970 34.0101170 966.8384715
111210 4.1409890 -1.0840458 -9.8758630 -19.1842800 22.7434840 34.0101170 966.8399700
111240 3.8324804 -1.3216017 -9.7122540 -19.3719180 22.9434970 33.3524930 966.8385400
111270 3.5702257 -1.2283456 -9.9037060 -19.8410340 22.8434900 32.6948700 966.8371100
111300 3.4203873 -1.2512480 -9.2811500 -20.2163240 23.1434940 32.8827670 966.8356800
111330 3.3512310 -1.2048445 -8.9415060 -20.1224980 22.7434840 32.9767150 966.8342500
111360 3.2169602 -1.3020673 -9.0076685 -20.4039690 22.6934890 32.7418440 966.8328200
111390 3.0826895 -1.3992902 -9.0738310 -20.6854400 22.6434940 32.5069730 966.8313900
111420 2.9343480 -1.4060261 -9.4553870 -20.7792510 22.0434880 32.6009200 966.8299600
111450 3.0380824 -1.4313235 -9.6811180 -20.6854400 21.6434940 32.6009200 966.8276554
111480 3.2093263 -1.2030482 -9.6887520 -20.4039610 21.9434970 33.0706500 966.8253508
111510 3.3730857 -1.2365785 -9.4230550 -20.6854400 22.3434900 33.1646100 966.8230462
111540 3.4739760 -1.2952565 -9.0028780 -20.5916140 22.2434840 33.4464400 966.8207415
111570 3.5869160 -1.2966037 -8.9638842 -20.4977875 22.0934905 33.1176300 966.8184369
111600 3.6998560 -1.2979509 -8.9248905 -20.4039610 21.9434970 32.7888200 966.8161323
111630 3.9657032 -1.2858261 -8.7195180 -20.4039610 22.5434880 33.1646100 966.8138277
111660 4.1659870 -1.1925701 -8.7910690 -20.5916140 22.5434880 33.5403900 966.8115231
111690 4.0698867 -1.2693603 -9.1398440 -20.4978030 22.4434970 34.0101170 966.8092185
111720 4.3918670 -1.1346405 -9.1612490 -19.9348600 22.2434840 33.2585600 966.8069138
111750 4.4461293 -1.1131602 -9.2612410 -20.0286790 22.0934905 33.1646050 966.8046092
111780 4.5003915 -1.0916798 -9.3612330 -20.1224980 21.9434970 33.0706500 966.8023046
111810 4.5288324 -1.0952724 -9.6932430 -20.2163240 21.9434970 33.6343400 966.8000000
111840 4.6556187 -1.1117381 -9.4884680 -20.0286870 21.3434900 33.1646100 966.7985714
111870 4.7598020 -1.2027489 -9.6960870 -20.2163240 21.3434900 33.1646100 966.7971429
111900 4.9024553 -1.1521541 -9.8553550 -19.6533970 20.9434970 33.8222350 966.7957143
111930 4.7586045 -1.0768607 -10.1577270 -20.0286870 20.7434840 33.4464400 966.7942857
111960 4.2656794 -1.2142749 -10.1719475 -20.0286870 21.2434840 33.5403900 966.7928571
111990 4.1312590 -1.1710149 -10.0715065 -19.7472155 20.7434840 33.6343385 966.7914286
112020 3.9968386 -1.1277548 -9.9710655 -19.4657440 20.2434840 33.7282870 966.7900000
112050 3.7434156 -0.5837860 -9.9156800 -19.7472230 20.6434940 34.1040650 966.7892285
112080 3.9050794 -0.3656895 -9.4321860 -19.9348600 20.2434840 33.4464400 966.7884569
112110 3.7377274 -0.8018825 -9.2190280 -20.4978030 20.6434940 34.0101170 966.7876854
112140 3.5522630 -0.7451505 -9.2471700 -20.0286870 19.7434840 34.1980130 966.7869138
112170 3.4513729 -0.8255333 -9.3678200 -20.2163240 20.1434940 33.9161830 966.7861423
112200 3.2944242 -0.7171587 -9.3706638 -20.0755920 20.2434920 33.8222350 966.7853708
112230 3.1374755 -0.6087840 -9.3735075 -19.9348600 20.3434900 33.7282870 966.7845992
112260 3.1082864 -0.8024812 -9.5511880 -19.6533970 20.5434880 34.2919460 966.7838277
112290 3.1988480 -0.9966275 -9.2179810 -18.9028170 20.2434840 34.1040650 966.7830562
112320 3.5331030 -1.2843292 -8.5970730 -19.0904700 20.5434880 34.5737900 966.7822846
112350 3.7133281 -1.2199631 -8.6053050 -18.9966430 20.8434900 34.4798600 966.7815131
112380 3.7815862 -1.2069402 -8.9180050 -18.7151800 20.2434840 34.3859100 966.7807415
112410 3.9636076 -1.2031979 -8.7787945 -18.7151800 20.4934840 34.4798500 966.7799700
112440 4.1456290 -1.1994557 -8.6395840 -18.7151800 20.7434840 34.5737900 966.7828293
112470 3.8971457 -1.1892769 -8.7877760 -18.5275270 20.7434840 34.1040650 966.7856886
112500 3.9085221 -1.1868819 -8.9656060 -18.9028170 20.5434880 34.5737900 966.7885479
112530 3.9853125 -0.8638536 -9.0741300 -18.9966430 20.4434970 34.3859100 966.7914071
112560 4.1173380 -0.7517368 -9.2328005 -19.0904700 20.2434840 34.5737900 966.7942664
112590 4.2400826 -0.7185807 -9.2696987 -18.8559190 19.7934870 34.7616875 966.7971257
112620 4.3628273 -0.6854246 -9.3065970 -18.6213680 19.3434900 34.9495850 966.7999850
112650 4.4197090 -0.6539900 -9.3717120 -19.2781070 19.9434970 34.8556370 966.8028443
112680 4.3619294 -0.5505551 -9.6450430 -19.4657440 19.6434940 34.8556370 966.8057036
112710 4.3456135 -0.6932085 -9.7436880 -19.7472230 19.6434940 34.6677400 966.8085629
112740 4.6451400 -0.9309142 -9.2838440 -19.7472230 19.3434900 34.1980130 966.8114221
112770 4.5191026 -0.7364685 -9.5184060 -19.1842800 18.9434970 34.9495850 966.8142814
112800 3.9908510 -0.9312136 -10.0240550 -19.3719180 19.2434840 35.3253800 966.8171407
112830 3.7666173 -1.0864408 -10.2100430 -19.0904620 19.0934905 35.3723535 966.8200000
112860 3.5423837 -1.2416680 -10.3960310 -18.8090060 18.9434970 35.4193270 966.8150000
112890 3.4141004 -1.4946419 -10.0405210 -18.7151800 18.3434900 35.7011570 966.8100000
112920 3.2753390 -1.3826747 -9.4255990 -19.0904700 18.9434970 35.6072100 966.8050000
112950 3.2123199 -1.1463162 -9.1003260 -18.8090060 17.8434900 35.5132600 966.8000000
112980 2.9853919 -1.1359878 -9.1555605 -18.6213680 17.4434970 36.2648470 966.7950000
113010 2.8455077 -1.1444452 -9.3437943 -18.6213680 17.5934905 36.2178650 966.7900000
113040 2.7056236 -1.1529025 -9.5320280 -18.6213680 17.7434840 36.1708830 966.7910000
113070 2.7803183 -1.0247690 -9.5866640 -18.1522520 17.0434880 36.7345730 966.7920000
113100 3.0144315 -1.0969190 -9.3521020 -17.8707890 17.0434880 37.3921970 966.7930000
113130 3.1252012 -1.0710227 -9.3913200 -17.3078460 16.6434940 37.2043150 966.7940000
113160 3.1696587 -0.9419911 -9.5022400 -17.5893100 16.7434840 37.3921970 966.7950000
113190 3.4823585 -0.7197034 -9.2042090 -17.6831510 16.7434840 37.5800930 966.7960000
113220 3.7270994 -0.8690927 -9.1115520 -17.2140350 16.0434880 37.6740400 966.7970000
113250 3.7660933 -0.8605604 -9.2583220 -17.1671220 15.8934863 37.4861520 966.7980000
113280 3.8050873 -0.8520282 -9.4050920 -17.1202090 15.7434845 37.2982640 966.7990000
113310 4.0174956 -0.8385562 -9.6600120 -17.3078460 15.7434845 37.7679900 966.8000000
113340 4.2140370 -0.6777905 -9.9273560 -17.9646000 15.5434880 37.5800930 966.8010000
113370 4.2631350 -0.8009843 -9.7192890 -18.1522520 15.4434970 37.5800930 966.8020000
113400 4.3349853 -0.7744895 -10.0545910 -18.2460630 15.0434880 37.3921970 966.8030000
113430 4.3019042 -0.7206764 -9.9892520 -18.1522445 14.7934880 37.2982560 966.8040000
113460 4.2688230 -0.6668633 -9.9239130 -18.0584260 14.5434880 37.2043150 966.8050000
113490 4.1947270 -0.6231542 -9.7585070 -18.8090060 15.0434880 37.3921970 966.8060000
113520 3.8983433 -0.7729926 -9.8661340 -18.2460630 14.6434940 37.6740400 966.8070000
113550 3.1066396 -1.0008187 -10.5235660 -17.9646000 14.8434910 38.2377320 966.8080000
113580 2.7720854 -1.1820918 -10.3785180 -17.7769620 14.8434910 37.8619400 966.8090000
113610 3.0362860 -0.8399034 -9.2697735 -18.0584260 15.1434940 38.2377320 966.8100000
113640 3.4015265 -0.4239185 -8.7003570 -18.8090060 14.7434845 38.2377320 966.8123054
113670 3.3144076 -0.3801345 -8.8949525 -18.5275345 14.4934845 38.2846985 966.8146108
113700 3.2272887 -0.3363506 -9.0895480 -18.2460630 14.2434845 38.3316650 966.8169162
113730 2.9184809 -0.1727408 -9.7872480 -17.9646000 13.9434970 38.9892900 966.8192215
113760 2.8092082 -0.1848656 -10.2255360 -17.8707890 14.0434880 39.1772000 966.8215269
113790 2.9377909 -0.3305127 -9.7365030 -17.9646000 14.5434880 39.1772000 966.8238323
